conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_04_23_MND_S13,2021_04_23_MND_S13,872.0,874.0,2021_04_23_MND_S13_B1,Mark Mimee,"Yeah, I thought I'd bring up in the last couple minutes. Um, I know there's um uh work that's at least gone on in the sort of synbio microbiome space of using engineered bugs as kind of metabolic sinks within the microbiome. So not necessarily carrying about their natural activity whatsoever. Uh but the two examples that were in PKU PKU where there's accumulation of fetal fetal alanine and as well as in hyper anemia, kind of the idea of engineering bugs to scavenge those since they are circulated through the gut. Um, and it's kind of very indirect. They are um associated with neurological diseases. Um, but they're not necessarily associated with the microbiome, but it's at least another thought of maybe we don't even need to understand really what's going on and really just use the microbiome as an agent through which we could engineer the metabolome of the host. Provided these molecules are, you know, going through inter circulation and that sort of thing.","[{'present new idea': 'Mark introduces the idea of using engineered bugs as metabolic sinks within the microbiome to address neurological diseases, which is a novel concept in the discussion.'}, {'expand on existing idea': ""Mark expands on the idea of using the microbiome as an agent to engineer the host's metabolome, providing examples like PKU and hyper anemia, building upon the earlier discussion of metabolites and their impact.""}]",False,False,False,False,False,3,-2.0
2021_04_23_MND_S13,2021_04_23_MND_S13,873.0,874.0,2021_04_23_MND_S13_B1,Rosa Krajmalnik,"And I was forgetting, but I got it.","{'express humor': 'Rosa makes a lighthearted comment about forgetting to pass the turn, adding a touch of humor to the conversation.'}",False,False,False,False,False,3,-1.0
2021_04_23_MND_S13,2021_04_23_MND_S13,874.0,874.0,2021_04_23_MND_S13_B1,Rosa Krajmalnik,"Uh, I know Emily was gonna remind me.","{'acknowledge contribution': ""Rosa acknowledges that Emily was going to remind her, recognizing Emily's potential input.""}",False,False,False,False,False,3,0.0
2021_04_23_MND_S13,2021_04_23_MND_S13,874.0,874.0,2021_04_23_MND_S13_B1,Rosa Krajmalnik,"Uh, Pamela.","{'assign task': 'Rosa is passing the turn to Pamela to introduce herself and her work, continuing the introductions.'}",False,True,False,False,True,3,0.0
2021_04_23_MND_S13,2021_04_23_MND_S13,874.0,874.0,2021_04_23_MND_S13_B1,Mark Mimee,"Well, more specifically, um by modulating neurotransmitters. Like I I definitely know that there were papers that have shown that like bug makes this neurotransmitter or it can consume this neurotransmitter and then there's been suggestions that that metabolic activity within the gut has led to, you know, or will impact the nervous system in some way.","{'expand on existing idea': ""Mark is expanding on the previous discussion about the gut-brain axis by focusing on the specific mechanism of neurotransmitter modulation by microbes, building upon Jae Sung's mention of the enteric nervous system and microbial metabolites affecting the brain."", 'provide supporting evidence': 'Mark mentions that there are papers showing that bugs can make or consume neurotransmitters, suggesting that there is evidence to support the idea that microbial activity in the gut can impact the nervous system.'}",False,False,False,False,False,3,0.0
2021_04_23_MND_S13,2021_04_23_MND_S13,875.0,874.0,2021_04_23_MND_S13_B1,Emily Balskus,Hi everyone.,"{'None': 'This utterance is a simple greeting and does not introduce any new ideas, expand on existing ones, provide evidence, ask questions, propose decisions, or express opinions.'}",False,False,False,False,False,3,1.0
2021_04_23_MND_S13,2021_04_23_MND_S13,876.0,874.0,2021_04_23_MND_S13_B1,Pamela Chang,"Uh my name is Pam Chang. I'm an assistant professor at Cornell. Uh, I'm in the Department of Microbiology and Immunology. I'm trained as a chemical biologist and immunologist and my lab um studies the interactions between the gut microbiota and the host immune system um via small molecule metabolites. We use mouse models of inflammatory bowel disease and infection. We're interested in the gut brain axis, obviously.","{'explain or define term or concept': ""The speaker is defining their research interests and background for the benefit of the group, explaining their lab's focus on interactions between the gut microbiota and the host immune system via small molecule metabolites."", 'present new idea': ""The speaker introduces their lab's research interests, including the use of mouse models for inflammatory bowel disease and infection, and their interest in the gut-brain axis, which are new topics in the conversation.""}",False,False,False,False,False,3,2.0
2021_04_23_MND_S13,2021_04_23_MND_S13,885.0,874.0,2021_04_23_MND_S13_B1,Rosa Krajmalnik,Yeah. Well we're going to close in 30 seconds. I don't see the update yet on the slides. Um so I don't know if Lisa or Elizabeth is going to put it up.,"[{'assign task': 'Rosa is assigning the task of putting up the slides to Lisa or Elizabeth, as the session is about to close.'}]",False,True,False,False,True,3,11.0
2021_04_23_MND_S13,2021_04_23_MND_S13,887.0,874.0,2021_04_23_MND_S13_B1,Elizabeth Bess,Okay?,"[{'acknowledge contribution': ""Elizabeth Bess is acknowledging Lisa Osborne's contribution of sharing her screen and summarizing the discussion.""}]",False,False,False,True,True,3,13.0
2021_04_23_MND_S14,2021_04_23_MND_S14,862.0,882.0,2021_04_23_MND_S14_B1,Xun Zhang,"Yeah, this this is really good. I mean, I feel yeah, it's it's more than just neuronal function that we were manipulating. Um definitely neuron will will send out the message to a lot of different systems. So um we're currently doing generating the AV to push it to the mouse brain system. we're we're trying to look at particularly like spinal cord injury uh model because that's also part of the CNS which is much harder to regenerate. Um but but that's the plan.","[{'express enthusiasm': 'The speaker expresses enthusiasm about the discussion, indicating a positive sentiment towards the topic.'}, {'expand on existing idea': 'The speaker expands on the idea of manipulating neuronal function, mentioning that neurons send messages to various systems, building upon the previous discussion about perturbing neuronal function to observe microbial responses.'}, {'present new idea': 'The speaker presents a new idea by mentioning their current work on generating AAVs to study spinal cord injury in a mouse brain system, which is a specific experimental approach not previously discussed.'}]",False,False,False,True,True,3,-20.0
2021_04_23_MND_S14,2021_04_23_MND_S14,864.0,882.0,2021_04_23_MND_S14_B1,Melanie Garami,that would give you insights into the immune system.,"{'acknowledge contribution': ""Melanie's utterance acknowledges the previous discussion about meditation and its potential impact, without necessarily agreeing or expanding on it.""}",False,False,False,False,False,3,-18.0
2021_04_23_MND_S14,2021_04_23_MND_S14,865.0,882.0,2021_04_23_MND_S14_B1,Jarrad Horowitz,"I don't know if there are differences in dietary habits, something that you know, or something again that you wouldn't have to study in a clinical trial, right? Um, you know, using molecular techniques. But I don't know if that's if if people have like, you know, looked at populations or individuals where, you know, people who meditate or mindful versus those who aren't, you know, what do we know about their immune or GI systems, right?","{'ask clarifying question': ""The speaker is asking if there are any known differences in immune or GI systems between individuals or populations who meditate versus those who don't, seeking to understand the potential impact of meditation on these systems, building on the previous discussion about meditation's effects on the parasympathetic nervous system."", 'propose decision': ""The speaker is suggesting to look at populations or individuals who meditate or are mindful versus those who aren't to see what is known about their immune or GI systems, proposing a way to investigate the effects of meditation on the gut-brain connection.""}",False,False,False,True,True,3,-17.0
2021_04_23_MND_S14,2021_04_23_MND_S14,865.0,882.0,2021_04_23_MND_S14_B1,Jeff Miller,"Oh, yeah.",{'express agreement': 'Jeff Miller is agreeing with the previous suggestion to input names to the participant list.'},False,False,False,False,False,3,-17.0
2021_04_23_MND_S14,2021_04_23_MND_S14,867.0,882.0,2021_04_23_MND_S14_B1,Jeff Miller,Make sure to add your name.,{'assign task': 'This utterance assigns the task of adding their names to the participant list.'},False,True,False,False,True,3,-15.0
2021_04_23_MND_S14,2021_04_23_MND_S14,868.0,882.0,2021_04_23_MND_S14_B1,Jeff Brian Harman,"But that that that's the that that mediates the effect versus the fact that again, in this one isolated case that that we know a little bit about, you know, the percentage of the molecule that gets in the brain is a fraction of what's circulating in the body, right? And so there's much more of these metabolites that are still in the gut and in the rest of the body than the brain. So you know, to your point is that it could be doing the same molecule can do one thing in in one tissue and a different thing when it arrives in a different tissue, right?","{'expand on existing idea': ""This utterance expands on the previous discussion about the location of impact of bacterial metabolites, suggesting that the same molecule can have different effects in different tissues, building on Melanie's question about the impact of metabolites in the gut versus the brain."", 'provide supporting evidence': ""Jeff provides supporting evidence by mentioning that the percentage of a molecule in the brain is a fraction of what's circulating in the body, suggesting that the molecule's effect might be different in the gut versus the brain."", 'acknowledge contribution': 'Jeff acknowledges Melanie\'s contribution by saying ""to your point"", recognizing her input on the question of where bacterial metabolites have their impact.'}",False,False,False,False,False,3,-14.0
